DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/18/2015,17:25,MANHATTAN,10018,40.7595273,-73.999242,"(40.7595273, -73.999242)",11 AVENUE,WEST 40 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3155386,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/18/2015,17:22,QUEENS,11102,40.7721076,-73.9307714,"(40.7721076, -73.9307714)",MAIN AVENUE,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3156577,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/18/2015,17:20,,,,,,MT EDEN PARKWAY,SHERIDAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3156070,PASSENGER VEHICLE,UNKNOWN,,,
01/18/2015,8:30,BROOKLYN,11201,40.6937273,-73.9983123,"(40.6937273, -73.9983123)",JORALEMON STREET,COLUMBIA PLACE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,3155067,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/18/2015,8:30,BRONX,10461,40.8511818,-73.844823,"(40.8511818, -73.844823)",,,F/O 1300 MORRIS PK AVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3156133,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,8:25,,,,,,,,,1,0,0,0,0,0,1,0,Pavement Slippery,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,3154804,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,PASSENGER VEHICLE,PASSENGER VEHICLE
01/18/2015,8:25,QUEENS,11358,40.7710869,-73.804419,"(40.7710869, -73.804419)",29 AVENUE,160 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Traffic Control Disregarded,,,,3155207,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,8:25,QUEENS,11354,40.7699329,-73.8102854,"(40.7699329, -73.8102854)",154 STREET,32 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155222,PASSENGER VEHICLE,UNKNOWN,,,
01/18/2015,8:25,MANHATTAN,10023,40.7806913,-73.9869794,"(40.7806913, -73.9869794)",WEST 72 STREET,RIVERSIDE BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3159458,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,8:25,BRONX,10472,40.8317641,-73.8751431,"(40.8317641, -73.8751431)",MORRISON AVENUE,EAST 172 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,3154787,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
01/18/2015,8:10,QUEENS,11420,40.6790846,-73.8263316,"(40.6790846, -73.8263316)",113 STREET,111 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3155153,PASSENGER VEHICLE,UNKNOWN,,,
01/18/2015,8:10,BRONX,10461,40.8470622,-73.8490724,"(40.8470622, -73.8490724)",WILLIAMSBRIDGE ROAD,PIERCE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3156159,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,8:10,BRONX,10458,40.8672566,-73.8836235,"(40.8672566, -73.8836235)",WEBSTER AVENUE,BEDFORD PARK BOULEVARD EAST,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3156187,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
01/18/2015,8:10,BRONX,10452,40.838621,-73.9270738,"(40.838621, -73.9270738)",WEST 168 STREET,UNIVERSITY AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3154802,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,8:05,QUEENS,11101,40.7524046,-73.9244179,"(40.7524046, -73.9244179)",39 STREET,NORTHERN BOULEVARD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3155845,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/18/2015,8:05,MANHATTAN,10025,40.7965647,-73.9741945,"(40.7965647, -73.9741945)",WEST 97 STREET,RIVERSIDE DRIVE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3154694,PASSENGER VEHICLE,VAN,,,
01/18/2015,8:00,,,,,,GREENPOINT AVENUE,REVIEW AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3158566,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,8:00,,,,,,BRONX RIVER AVENUE,BRUCKNER BOULEVARD,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,3154782,LIVERY VEHICLE,,,,
01/18/2015,8:00,QUEENS,11368,40.758306,-73.8556084,"(40.758306, -73.8556084)",NORTHERN BOULEVARD,114 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3155299,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
01/18/2015,8:00,QUEENS,11357,40.7814558,-73.8072628,"(40.7814558, -73.8072628)",CLINTONVILLE STREET,19 AVENUE,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,3155205,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,8:00,QUEENS,11356,40.7867756,-73.8438429,"(40.7867756, -73.8438429)",13 AVENUE,124 STREET,,1,0,0,0,0,0,1,0,Pavement Slippery,Pavement Slippery,Unspecified,,,3155212,PASSENGER VEHICLE,UNKNOWN,PASSENGER VEHICLE,,
01/18/2015,8:00,BRONX,10463,40.8827015,-73.8927242,"(40.8827015, -73.8927242)",SEDGWICK AVENUE,VAN CORTLANDT AVENUE WEST,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,Unspecified,,,3155542,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/18/2015,8:00,BRONX,10451,40.8167588,-73.9262198,"(40.8167588, -73.9262198)",PARK AVENUE,EAST 146 STREET,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,3154737,SPORT UTILITY / STATION WAGON,,,,
01/18/2015,8:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155183,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
01/18/2015,8:00,,,,,,,,PARKING LOT 40-24 COLLEGE POINT BLVD,0,0,0,0,0,0,0,0,Alcohol Involvement,Traffic Control Disregarded,,,,3156503,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,8:00,,,,,,,,AVENUE S,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,8:00,,,,,,LAUREL HILL BOULEVARD,48 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3155819,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
01/18/2015,8:00,,,,,,GREENPOINT AVENUE,REVIEW AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3155843,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,8:00,,,,,,FOREST AVENUE,GATES AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3155747,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
01/18/2015,8:00,STATEN ISLAND,10304,40.6322387,-74.0871407,"(40.6322387, -74.0871407)",AUSTIN PLACE,VICTORY BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155333,UNKNOWN,PASSENGER VEHICLE,,,
01/18/2015,8:00,BROOKLYN,11206,40.6957047,-73.9463647,"(40.6957047, -73.9463647)",MYRTLE AVENUE,TOMPKINS AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,3155698,TAXI,TAXI,PASSENGER VEHICLE,,
01/18/2015,8:00,BROOKLYN,11205,40.6942141,-73.9593119,"(40.6942141, -73.9593119)",KENT AVENUE,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3155697,PASSENGER VEHICLE,AMBULANCE,PASSENGER VEHICLE,,
01/18/2015,8:00,BRONX,10467,40.8819587,-73.8603267,"(40.8819587, -73.8603267)",BARNES AVENUE,EAST 218 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,Pavement Slippery,,3154866,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
01/18/2015,8:00,BRONX,10466,40.8909471,-73.85991,"(40.8909471, -73.85991)",EAST 229 STREET,LOWERRE PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155520,UNKNOWN,UNKNOWN,,,
01/18/2015,8:00,BRONX,10461,40.8470622,-73.8490724,"(40.8470622, -73.8490724)",WILLIAMSBRIDGE ROAD,PIERCE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3156158,PICK-UP TRUCK,PASSENGER VEHICLE,,,
01/18/2015,8:00,BRONX,10460,40.8395992,-73.8692086,"(40.8395992, -73.8692086)",EAST TREMONT AVENUE,COMMONWEALTH AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3154781,LIVERY VEHICLE,,,,
01/18/2015,8:00,BRONX,10452,40.8306815,-73.9242603,"(40.8306815, -73.9242603)",EAST 164 STREET,RIVER AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3154800,TAXI,TAXI,,,
01/18/2015,8:00,BRONX,10452,40.8314212,-73.926424,"(40.8314212, -73.926424)",EAST 164 STREET,JEROME AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3154801,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,7:58,MANHATTAN,10019,40.7678891,-73.9815125,"(40.7678891, -73.9815125)",COLUMBUS CIRCLE,CENTRAL PARK SOUTH,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,3154671,TAXI,,,,
01/18/2015,7:58,BRONX,10474,40.8110954,-73.8933381,"(40.8110954, -73.8933381)",LEGGETT AVENUE,TRUXTON STREET,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,3154758,PASSENGER VEHICLE,,,,
01/18/2015,7:55,MANHATTAN,10027,40.8100655,-73.9549676,"(40.8100655, -73.9549676)",WEST 123 STREET,MORNINGSIDE AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3155420,SPORT UTILITY / STATION WAGON,VAN,,,
01/18/2015,7:55,BROOKLYN,11212,40.658218,-73.9058765,"(40.658218, -73.9058765)",LOTT AVENUE,OSBORN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3154998,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/18/2015,7:55,BRONX,10461,40.8493938,-73.8322088,"(40.8493938, -73.8322088)",SAINT THERESAS AVENUE,EDISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3154829,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/18/2015,7:50,STATEN ISLAND,10309,40.5490923,-74.2208355,"(40.5490923, -74.2208355)",BLOOMINGDALE ROAD,VETERANS ROAD WEST,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3155371,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN
01/18/2015,7:50,QUEENS,11435,40.6926119,-73.8031346,"(40.6926119, -73.8031346)",LIVERPOOL STREET,107 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3155122,PASSENGER VEHICLE,UNKNOWN,,,
01/18/2015,7:50,QUEENS,11372,40.7521785,-73.8809624,"(40.7521785, -73.8809624)",35 AVENUE,86 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155295,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,7:50,QUEENS,11101,40.7461402,-73.9417407,"(40.7461402, -73.9417407)",THOMSON AVENUE,44 DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155842,PASSENGER VEHICLE,BUS,,,
01/18/2015,7:50,BROOKLYN,11213,40.6774132,-73.9303181,"(40.6774132, -73.9303181)",ATLANTIC AVENUE,UTICA AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3157454,SPORT UTILITY / STATION WAGON,,,,
01/18/2015,7:45,BROOKLYN,11206,40.6997001,-73.9442445,"(40.6997001, -73.9442445)",HOPKINS STREET,THROOP AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,3155042,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
01/18/2015,7:40,,,40.640134,-74.0262691,"(40.640134, -74.0262691)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3155630,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/18/2015,7:40,MANHATTAN,10027,40.8057847,-73.950654,"(40.8057847, -73.950654)",WEST 120 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3154710,SPORT UTILITY / STATION WAGON,,,,
01/18/2015,7:40,MANHATTAN,10025,40.7992404,-73.9628704,"(40.7992404, -73.9628704)",COLUMBUS AVENUE,WEST 106 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3154695,LIVERY VEHICLE,BUS,,,
01/18/2015,7:40,BROOKLYN,11232,40.6594725,-74.0023175,"(40.6594725, -74.0023175)",29 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3154990,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/18/2015,7:40,BROOKLYN,11216,40.6876674,-73.9510298,"(40.6876674, -73.9510298)",LEXINGTON AVENUE,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,3155041,SCOOTER,PASSENGER VEHICLE,VAN,,
01/18/2015,7:40,BROOKLYN,11206,40.7046249,-73.9350216,"(40.7046249, -73.9350216)",MOORE STREET,WHITE STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3155079,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/18/2015,7:40,BRONX,10469,40.8677133,-73.8576631,"(40.8677133, -73.8576631)",ARNOW AVENUE,HONE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3156137,PICK-UP TRUCK,PASSENGER VEHICLE,,,
01/18/2015,7:40,BRONX,10467,40.8844875,-73.8656593,"(40.8844875, -73.8656593)",CARPENTER AVENUE,BRONX BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Defective,Pavement Defective,Unspecified,,,3155511,SPORT UTILITY / STATION WAGON,UNKNOWN,PASSENGER VEHICLE,,
01/18/2015,7:40,BRONX,10455,40.8128977,-73.9014419,"(40.8128977, -73.9014419)",SOUTHERN BOULEVARD,SAINT JOHN AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3154754,PICK-UP TRUCK,VAN,,,
01/18/2015,7:35,BROOKLYN,11228,40.6160581,-74.0257501,"(40.6160581, -74.0257501)",DAHLGREN PLACE,92 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3154960,PASSENGER VEHICLE,,,,
01/18/2015,7:31,,,,,,150 STREET,41 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,Unspecified,Unspecified,3155220,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,PASSENGER VEHICLE,UNKNOWN
01/18/2015,17:00,,,,,,,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3156116,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/18/2015,17:00,,,,,,AVENUE OF THE AMERICAS,CANAL STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Prescription Medication,,,,3155374,TAXI,UNKNOWN,,,
01/18/2015,17:00,MANHATTAN,10016,40.7451792,-73.9827278,"(40.7451792, -73.9827278)",EAST 31 STREET,PARK AVENUE SOUTH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,View Obstructed/Limited,,,,3154657,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/18/2015,17:00,BRONX,10471,40.9092988,-73.9068124,"(40.9092988, -73.9068124)",ARLINGTON AVENUE,INDEPENDENCE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155556,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/18/2015,16:59,BRONX,10461,40.8516117,-73.8440196,"(40.8516117, -73.8440196)",,,F/O 1892 EASTCHESTER RD,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3156163,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,16:55,,,40.7717172,-73.7838835,"(40.7717172, -73.7838835)",,,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,,,,3155250,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/18/2015,7:30,,,40.8289994,-73.8364102,"(40.8289994, -73.8364102)",,,,5,0,0,0,0,0,5,0,Driver Inexperience,,,,,3155484,PASSENGER VEHICLE,,,,
01/18/2015,7:30,,,40.8566258,-73.8318929,"(40.8566258, -73.8318929)",,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,3156093,SPORT UTILITY / STATION WAGON,,,,
01/18/2015,16:55,QUEENS,11429,40.7078887,-73.7441781,"(40.7078887, -73.7441781)",213 STREET,110 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155778,VAN,PASSENGER VEHICLE,,,
01/18/2015,16:55,BRONX,10473,40.8156615,-73.8567845,"(40.8156615, -73.8567845)",WHITE PLAINS ROAD,LACOMBE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3154791,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,16:48,BROOKLYN,11226,40.6540699,-73.9617619,"(40.6540699, -73.9617619)",OCEAN AVENUE,WOODRUFF AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3155637,PASSENGER VEHICLE,UNKNOWN,,,
01/18/2015,16:48,BRONX,10465,40.8322971,-73.8195536,"(40.8322971, -73.8195536)",LAFAYETTE AVENUE,VINCENT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3154839,PASSENGER VEHICLE,UNKNOWN,,,
01/18/2015,16:46,,,,,,31 STREET,HOYT AVENUE SOUTH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3155891,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
01/18/2015,16:45,QUEENS,11435,40.7005823,-73.8077418,"(40.7005823, -73.8077418)",SUTPHIN BOULEVARD,ARCHER AVENUE,,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,3155126,PASSENGER VEHICLE,,,,
01/18/2015,16:20,MANHATTAN,10009,40.7248628,-73.9844035,"(40.7248628, -73.9844035)",AVENUE A,EAST 5 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3154643,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/18/2015,16:15,,,,,,88 AVENUE,WINCHESTER BOULEVARD,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3155777,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2015,16:15,BROOKLYN,11207,40.6613849,-73.884098,"(40.6613849, -73.884098)",SCHENCK AVENUE,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155018,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/18/2015,16:15,BRONX,10457,40.8510992,-73.8927968,"(40.8510992, -73.8927968)",EAST 181 STREET,QUARRY ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3160382,PASSENGER VEHICLE,UNKNOWN,,,
01/18/2015,15:01,BROOKLYN,11208,40.6855608,-73.8787485,"(40.6855608, -73.8787485)",LOGAN STREET,ETNA STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155020,PASSENGER VEHICLE,UNKNOWN,,,
01/18/2015,15:00,BROOKLYN,11213,40.6749067,-73.9444635,"(40.6749067, -73.9444635)",SAINT MARKS AVENUE,BROOKLYN AVENUE,,2,0,2,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3155687,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
01/18/2015,15:00,,,40.6025296,-74.0151058,"(40.6025296, -74.0151058)",,,,0,0,0,0,0,0,0,0,Turning Improperly,,,,,3155590,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/18/2015,7:30,,,,,,LAUREL HILL BOULEVARD,58 STREET,,1,0,1,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,Unspecified,,3155817,AMBULANCE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
01/18/2015,7:30,BRONX,10452,40.835767,-73.9235317,"(40.835767, -73.9235317)",WEST 167 STREET,SHAKESPEARE AVENUE,,1,0,0,0,0,0,1,0,Pavement Slippery,Pavement Slippery,,,,3155472,PASSENGER VEHICLE,UNKNOWN,,,
01/18/2015,7:30,,,,,,,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3154828,PASSENGER VEHICLE,,,,
01/18/2015,7:30,,,40.8289994,-73.8364102,"(40.8289994, -73.8364102)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155483,SPORT UTILITY / STATION WAGON,VAN,,,
01/18/2015,7:30,,,40.8289994,-73.8364102,"(40.8289994, -73.8364102)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3155481,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
01/18/2015,7:30,,,40.8289994,-73.8364102,"(40.8289994, -73.8364102)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3155479,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/18/2015,7:30,,,40.728233,-73.8331189,"(40.728233, -73.8331189)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,3155262,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/18/2015,7:30,,,,,,CLOVE ROAD,RICHMOND ROAD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3156612,SPORT UTILITY / STATION WAGON,OTHER,,,
01/18/2015,7:30,,,,,,CLOVE ROAD,RICHMOND ROAD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3155925,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/18/2015,7:30,QUEENS,11378,40.7261425,-73.8871315,"(40.7261425, -73.8871315)",74 STREET,58 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3155749,FIRE TRUCK,,,,
01/18/2015,15:00,,,,,,,,1080 MCDOANLD AVENUE SHOPRITE PKG LOT,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3154934,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/18/2015,7:30,QUEENS,11377,40.7429437,-73.9168429,"(40.7429437, -73.9168429)",QUEENS BOULEVARD,48 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3155844,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
01/18/2015,7:30,QUEENS,11373,40.740402,-73.8821274,"(40.740402, -73.8821274)",BARNWELL AVENUE,POYER STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3155855,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/18/2015,7:30,BRONX,10475,40.8799484,-73.8233768,"(40.8799484, -73.8233768)",COOP CITY BOULEVARD,PEARTREE AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3155482,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/18/2015,7:30,BRONX,10475,40.8799484,-73.8233768,"(40.8799484, -73.8233768)",COOP CITY BOULEVARD,PEARTREE AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3155480,PASSENGER VEHICLE,UNKNOWN,,,
01/18/2015,7:29,STATEN ISLAND,10301,40.6353356,-74.0964548,"(40.6353356, -74.0964548)",BRIGHTON AVENUE,PORTLAND PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3155318,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/18/2015,7:29,BROOKLYN,11215,40.6598628,-73.9775129,"(40.6598628, -73.9775129)",PROSPECT PARK SOUTHWEST,10 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,Unspecified,Unspecified,3154992,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
01/18/2015,15:00,,,,,,91 AVENUE,VAN WYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3155125,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/18/2015,15:00,QUEENS,11372,40.7468775,-73.8911998,"(40.7468775, -73.8911998)",,,74-15B ROOSEVELT AVE,0,0,0,0,0,0,0,0,Unspecified,,,,,3155907,UNKNOWN,,,,
01/18/2015,15:00,QUEENS,11365,40.7304548,-73.805166,"(40.7304548, -73.805166)",71 AVENUE,164 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3155805,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/18/2015,15:00,QUEENS,11102,40.77396,-73.917761,"(40.77396, -73.917761)",27 STREET,24 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3156559,PASSENGER VEHICLE,UNKNOWN,,,
