Payroll,Revenue,
427603,77442,"{Payroll:427603,Revenue:77442},"
379654,77385,"{Payroll:379654,Revenue:77385},"
285649,77371,"{Payroll:285649,Revenue:77371},"
1652588,77366,"{Payroll:1652588,Revenue:77366},"
242729,77299,"{Payroll:242729,Revenue:77299},"
711209,77298,"{Payroll:711209,Revenue:77298},"
544932,77227,"{Payroll:544932,Revenue:77227},"
544932,77227,"{Payroll:544932,Revenue:77227},"
256885,77193,"{Payroll:256885,Revenue:77193},"
1618697,77157,"{Payroll:1618697,Revenue:77157},"
219143,77143,"{Payroll:219143,Revenue:77143},"
644758,77136,"{Payroll:644758,Revenue:77136},"
5229247,77108,"{Payroll:5229247,Revenue:77108},"
5229247,77108,"{Payroll:5229247,Revenue:77108},"
345148,77099,"{Payroll:345148,Revenue:77099},"
475798,77093,"{Payroll:475798,Revenue:77093},"
495190,77091,"{Payroll:495190,Revenue:77091},"
427874,77077,"{Payroll:427874,Revenue:77077},"
427874,77077,"{Payroll:427874,Revenue:77077},"
240720,77074,"{Payroll:240720,Revenue:77074},"
602866,77058,"{Payroll:602866,Revenue:77058},"
708069,77041,"{Payroll:708069,Revenue:77041},"
337753,76995,"{Payroll:337753,Revenue:76995},"
330757,76895,"{Payroll:330757,Revenue:76895},"
330757,76895,"{Payroll:330757,Revenue:76895},"
622232,76788,"{Payroll:622232,Revenue:76788},"
622232,76788,"{Payroll:622232,Revenue:76788},"
1450501,76762,"{Payroll:1450501,Revenue:76762},"
506134,76718,"{Payroll:506134,Revenue:76718},"
265072,76674,"{Payroll:265072,Revenue:76674},"
265072,76674,"{Payroll:265072,Revenue:76674},"
763762,76633,"{Payroll:763762,Revenue:76633},"
212860,76626,"{Payroll:212860,Revenue:76626},"
212860,76626,"{Payroll:212860,Revenue:76626},"
324099,76604,"{Payroll:324099,Revenue:76604},"
324099,76604,"{Payroll:324099,Revenue:76604},"
275338,76598,"{Payroll:275338,Revenue:76598},"
454831,76567,"{Payroll:454831,Revenue:76567},"
454831,76567,"{Payroll:454831,Revenue:76567},"
437715,76512,"{Payroll:437715,Revenue:76512},"
541460,76478,"{Payroll:541460,Revenue:76478},"
552091,76473,"{Payroll:552091,Revenue:76473},"
415354,76464,"{Payroll:415354,Revenue:76464},"
415354,76464,"{Payroll:415354,Revenue:76464},"
400537,76438,"{Payroll:400537,Revenue:76438},"
435889,76428,"{Payroll:435889,Revenue:76428},"
1149807,76397,"{Payroll:1149807,Revenue:76397},"
1149807,76397,"{Payroll:1149807,Revenue:76397},"
879231,76379,"{Payroll:879231,Revenue:76379},"
223844,76362,"{Payroll:223844,Revenue:76362},"
223844,76362,"{Payroll:223844,Revenue:76362},"
1629073,76327,"{Payroll:1629073,Revenue:76327},"
518934,76323,"{Payroll:518934,Revenue:76323},"
409532,76286,"{Payroll:409532,Revenue:76286},"
409532,76286,"{Payroll:409532,Revenue:76286},"
491909,76273,"{Payroll:491909,Revenue:76273},"
490671,76269,"{Payroll:490671,Revenue:76269},"
1016417,76131,"{Payroll:1016417,Revenue:76131},"
1016417,76131,"{Payroll:1016417,Revenue:76131},"
467084,76099,"{Payroll:467084,Revenue:76099},"
494900,76085,"{Payroll:494900,Revenue:76085},"
297938,76084,"{Payroll:297938,Revenue:76084},"
710612,76076,"{Payroll:710612,Revenue:76076},"
791245,76058,"{Payroll:791245,Revenue:76058},"
659322,76039,"{Payroll:659322,Revenue:76039},"
659322,76039,"{Payroll:659322,Revenue:76039},"
412322,76036,"{Payroll:412322,Revenue:76036},"
552749,75973,"{Payroll:552749,Revenue:75973},"
391531,75960,"{Payroll:391531,Revenue:75960},"
413435,75880,"{Payroll:413435,Revenue:75880},"
701637,75818,"{Payroll:701637,Revenue:75818},"
912217,75754,"{Payroll:912217,Revenue:75754},"
912217,75754,"{Payroll:912217,Revenue:75754},"
160275,75739,"{Payroll:160275,Revenue:75739},"
330087,75708,"{Payroll:330087,Revenue:75708},"
699100,75694,"{Payroll:699100,Revenue:75694},"
278536,75673,"{Payroll:278536,Revenue:75673},"
2033847,75615,"{Payroll:2033847,Revenue:75615},"
1354177,75613,"{Payroll:1354177,Revenue:75613},"
1354177,75613,"{Payroll:1354177,Revenue:75613},"
1354177,75613,"{Payroll:1354177,Revenue:75613},"
431333,75607,"{Payroll:431333,Revenue:75607},"
991939,75581,"{Payroll:991939,Revenue:75581},"
4375513,75510,"{Payroll:4375513,Revenue:75510},"
881483,75500,"{Payroll:881483,Revenue:75500},"
3957381,75484,"{Payroll:3957381,Revenue:75484},"
3957381,75484,"{Payroll:3957381,Revenue:75484},"
526687,75460,"{Payroll:526687,Revenue:75460},"
249247,75458,"{Payroll:249247,Revenue:75458},"
249247,75458,"{Payroll:249247,Revenue:75458},"
412102,75403,"{Payroll:412102,Revenue:75403},"
364686,75398,"{Payroll:364686,Revenue:75398},"
1030592,75391,"{Payroll:1030592,Revenue:75391},"
865276,75388,"{Payroll:865276,Revenue:75388},"
865276,75388,"{Payroll:865276,Revenue:75388},"
366732,75374,"{Payroll:366732,Revenue:75374},"
223675,75369,"{Payroll:223675,Revenue:75369},"
223675,75369,"{Payroll:223675,Revenue:75369},"
1986240,75326,"{Payroll:1986240,Revenue:75326},"
205802,75304,"{Payroll:205802,Revenue:75304},"
205802,75304,"{Payroll:205802,Revenue:75304},"
363286,75278,"{Payroll:363286,Revenue:75278},"
677277,75197,"{Payroll:677277,Revenue:75197},"
677277,75197,"{Payroll:677277,Revenue:75197},"
266581,75176,"{Payroll:266581,Revenue:75176},"
259596,75106,"{Payroll:259596,Revenue:75106},"
259596,75106,"{Payroll:259596,Revenue:75106},"
383497,75089,"{Payroll:383497,Revenue:75089},"
602965,75066,"{Payroll:602965,Revenue:75066},"
725392,75064,"{Payroll:725392,Revenue:75064},"
725392,75064,"{Payroll:725392,Revenue:75064},"
365493,75043,"{Payroll:365493,Revenue:75043},"
761364,75041,"{Payroll:761364,Revenue:75041},"
1770177,75032,"{Payroll:1770177,Revenue:75032},"
200974,75019,"{Payroll:200974,Revenue:75019},"
200974,75019,"{Payroll:200974,Revenue:75019},"
291423,74963,"{Payroll:291423,Revenue:74963},"
861416,74930,"{Payroll:861416,Revenue:74930},"
563158,74918,"{Payroll:563158,Revenue:74918},"
2006631,74889,"{Payroll:2006631,Revenue:74889},"
2006631,74889,"{Payroll:2006631,Revenue:74889},"
3148208,74794,"{Payroll:3148208,Revenue:74794},"
555844,74793,"{Payroll:555844,Revenue:74793},"
1033725,74778,"{Payroll:1033725,Revenue:74778},"
463253,74721,"{Payroll:463253,Revenue:74721},"
351886,74700,"{Payroll:351886,Revenue:74700},"
351886,74700,"{Payroll:351886,Revenue:74700},"
425191,74697,"{Payroll:425191,Revenue:74697},"
745869,74688,"{Payroll:745869,Revenue:74688},"
352381,74676,"{Payroll:352381,Revenue:74676},"
352381,74676,"{Payroll:352381,Revenue:74676},"
195916,74661,"{Payroll:195916,Revenue:74661},"
412235,74657,"{Payroll:412235,Revenue:74657},"
657638,74648,"{Payroll:657638,Revenue:74648},"
657638,74648,"{Payroll:657638,Revenue:74648},"
326876,74594,"{Payroll:326876,Revenue:74594},"
325317,74588,"{Payroll:325317,Revenue:74588},"
468984,74586,"{Payroll:468984,Revenue:74586},"
311036,74585,"{Payroll:311036,Revenue:74585},"
311036,74585,"{Payroll:311036,Revenue:74585},"
311036,74585,"{Payroll:311036,Revenue:74585},"
477136,74568,"{Payroll:477136,Revenue:74568},"
477136,74568,"{Payroll:477136,Revenue:74568},"
1408064,74539,"{Payroll:1408064,Revenue:74539},"
250758,74461,"{Payroll:250758,Revenue:74461},"
250758,74461,"{Payroll:250758,Revenue:74461},"
230851,74444,"{Payroll:230851,Revenue:74444},"
230851,74444,"{Payroll:230851,Revenue:74444},"
230851,74444,"{Payroll:230851,Revenue:74444},"
230851,74444,"{Payroll:230851,Revenue:74444},"
405675,74418,"{Payroll:405675,Revenue:74418},"
400128,74415,"{Payroll:400128,Revenue:74415},"
616536,74414,"{Payroll:616536,Revenue:74414},"
616536,74414,"{Payroll:616536,Revenue:74414},"
251427,74413,"{Payroll:251427,Revenue:74413},"
742332,74400,"{Payroll:742332,Revenue:74400},"
516097,74383,"{Payroll:516097,Revenue:74383},"
487346,74364,"{Payroll:487346,Revenue:74364},"
341769,74325,"{Payroll:341769,Revenue:74325},"
289026,74323,"{Payroll:289026,Revenue:74323},"
697625,74312,"{Payroll:697625,Revenue:74312},"
299691,74300,"{Payroll:299691,Revenue:74300},"
406774,74274,"{Payroll:406774,Revenue:74274},"
324152,74270,"{Payroll:324152,Revenue:74270},"
290301,74256,"{Payroll:290301,Revenue:74256},"
666384,74252,"{Payroll:666384,Revenue:74252},"
309697,74244,"{Payroll:309697,Revenue:74244},"
365711,74231,"{Payroll:365711,Revenue:74231},"
248403,74204,"{Payroll:248403,Revenue:74204},"
1660883,74178,"{Payroll:1660883,Revenue:74178},"
296346,74103,"{Payroll:296346,Revenue:74103},"
234423,74102,"{Payroll:234423,Revenue:74102},"
677527,74088,"{Payroll:677527,Revenue:74088},"
215274,74067,"{Payroll:215274,Revenue:74067},"
1002126,74053,"{Payroll:1002126,Revenue:74053},"
320924,74049,"{Payroll:320924,Revenue:74049},"
548034,74016,"{Payroll:548034,Revenue:74016},"
536550,73998,"{Payroll:536550,Revenue:73998},"
261432,73993,"{Payroll:261432,Revenue:73993},"
369924,73905,"{Payroll:369924,Revenue:73905},"
369924,73905,"{Payroll:369924,Revenue:73905},"
483618,73858,"{Payroll:483618,Revenue:73858},"
681745,73810,"{Payroll:681745,Revenue:73810},"
413738,73796,"{Payroll:413738,Revenue:73796},"
327038,73795,"{Payroll:327038,Revenue:73795},"
303782,73781,"{Payroll:303782,Revenue:73781},"
284737,73774,"{Payroll:284737,Revenue:73774},"
284737,73774,"{Payroll:284737,Revenue:73774},"
840721,73731,"{Payroll:840721,Revenue:73731},"
610061,73723,"{Payroll:610061,Revenue:73723},"
304626,73700,"{Payroll:304626,Revenue:73700},"
280431,73554,"{Payroll:280431,Revenue:73554},"
676346,73529,"{Payroll:676346,Revenue:73529},"
676346,73529,"{Payroll:676346,Revenue:73529},"
1017386,73495,"{Payroll:1017386,Revenue:73495},"
340236,73473,"{Payroll:340236,Revenue:73473},"
473864,73467,"{Payroll:473864,Revenue:73467},"
356263,73390,"{Payroll:356263,Revenue:73390},"
504835,73378,"{Payroll:504835,Revenue:73378},"
276754,73313,"{Payroll:276754,Revenue:73313},"
276754,73313,"{Payroll:276754,Revenue:73313},"
532122,73299,"{Payroll:532122,Revenue:73299},"
532122,73299,"{Payroll:532122,Revenue:73299},"
535191,73268,"{Payroll:535191,Revenue:73268},"
295187,73199,"{Payroll:295187,Revenue:73199},"
323135,73187,"{Payroll:323135,Revenue:73187},"
406996,73141,"{Payroll:406996,Revenue:73141},"
943910,73112,"{Payroll:943910,Revenue:73112},"
943910,73112,"{Payroll:943910,Revenue:73112},"
232050,73105,"{Payroll:232050,Revenue:73105},"
3219384,73104,"{Payroll:3219384,Revenue:73104},"
239541,73084,"{Payroll:239541,Revenue:73084},"
239541,73084,"{Payroll:239541,Revenue:73084},"
239541,73084,"{Payroll:239541,Revenue:73084},"
239541,73084,"{Payroll:239541,Revenue:73084},"
923226,73068,"{Payroll:923226,Revenue:73068},"
228047,73050,"{Payroll:228047,Revenue:73050},"
362090,73025,"{Payroll:362090,Revenue:73025},"
362090,73025,"{Payroll:362090,Revenue:73025},"
294989,73006,"{Payroll:294989,Revenue:73006},"
294989,73006,"{Payroll:294989,Revenue:73006},"
701630,73002,"{Payroll:701630,Revenue:73002},"
701630,73002,"{Payroll:701630,Revenue:73002},"
306389,72976,"{Payroll:306389,Revenue:72976},"
745677,72944,"{Payroll:745677,Revenue:72944},"
745677,72944,"{Payroll:745677,Revenue:72944},"
998373,72930,"{Payroll:998373,Revenue:72930},"
998373,72930,"{Payroll:998373,Revenue:72930},"
581840,72872,"{Payroll:581840,Revenue:72872},"
244668,72808,"{Payroll:244668,Revenue:72808},"
484998,72775,"{Payroll:484998,Revenue:72775},"
484998,72775,"{Payroll:484998,Revenue:72775},"
2179837,72769,"{Payroll:2179837,Revenue:72769},"
345605,72730,"{Payroll:345605,Revenue:72730},"
345605,72730,"{Payroll:345605,Revenue:72730},"
643712,72716,"{Payroll:643712,Revenue:72716},"
286282,72678,"{Payroll:286282,Revenue:72678},"
754204,72676,"{Payroll:754204,Revenue:72676},"
754204,72676,"{Payroll:754204,Revenue:72676},"
343032,72675,"{Payroll:343032,Revenue:72675},"
343032,72675,"{Payroll:343032,Revenue:72675},"
773691,72618,"{Payroll:773691,Revenue:72618},"
567124,72585,"{Payroll:567124,Revenue:72585},"
567124,72585,"{Payroll:567124,Revenue:72585},"
1354093,72563,"{Payroll:1354093,Revenue:72563},"
1354093,72563,"{Payroll:1354093,Revenue:72563},"
530320,72551,"{Payroll:530320,Revenue:72551},"
282469,72526,"{Payroll:282469,Revenue:72526},"
282469,72526,"{Payroll:282469,Revenue:72526},"
428399,72464,"{Payroll:428399,Revenue:72464},"
428399,72464,"{Payroll:428399,Revenue:72464},"
370755,72460,"{Payroll:370755,Revenue:72460},"
651276,72452,"{Payroll:651276,Revenue:72452},"
651276,72452,"{Payroll:651276,Revenue:72452},"
346914,72405,"{Payroll:346914,Revenue:72405},"
289906,72358,"{Payroll:289906,Revenue:72358},"
294380,72353,"{Payroll:294380,Revenue:72353},"
227415,72334,"{Payroll:227415,Revenue:72334},"
834219,72303,"{Payroll:834219,Revenue:72303},"
834219,72303,"{Payroll:834219,Revenue:72303},"
251976,72247,"{Payroll:251976,Revenue:72247},"
251976,72247,"{Payroll:251976,Revenue:72247},"
1096975,72238,"{Payroll:1096975,Revenue:72238},"
565260,72214,"{Payroll:565260,Revenue:72214},"
331262,72199,"{Payroll:331262,Revenue:72199},"
229214,72173,"{Payroll:229214,Revenue:72173},"
575592,72170,"{Payroll:575592,Revenue:72170},"
201777,72139,"{Payroll:201777,Revenue:72139},"
443250,72061,"{Payroll:443250,Revenue:72061},"
443250,72061,"{Payroll:443250,Revenue:72061},"
1356315,72055,"{Payroll:1356315,Revenue:72055},"
465398,72054,"{Payroll:465398,Revenue:72054},"
465398,72054,"{Payroll:465398,Revenue:72054},"
621767,72017,"{Payroll:621767,Revenue:72017},"
320302,71961,"{Payroll:320302,Revenue:71961},"
378255,71933,"{Payroll:378255,Revenue:71933},"
572690,71904,"{Payroll:572690,Revenue:71904},"
572690,71904,"{Payroll:572690,Revenue:71904},"
1173639,71879,"{Payroll:1173639,Revenue:71879},"
551164,71877,"{Payroll:551164,Revenue:71877},"
198763,71809,"{Payroll:198763,Revenue:71809},"
1053138,71803,"{Payroll:1053138,Revenue:71803},"
1053138,71803,"{Payroll:1053138,Revenue:71803},"
412381,71796,"{Payroll:412381,Revenue:71796},"
890859,71750,"{Payroll:890859,Revenue:71750},"
890859,71750,"{Payroll:890859,Revenue:71750},"
1946972,71741,"{Payroll:1946972,Revenue:71741},"
376935,71711,"{Payroll:376935,Revenue:71711},"
400977,71711,"{Payroll:400977,Revenue:71711},"
400977,71711,"{Payroll:400977,Revenue:71711},"
481439,71701,"{Payroll:481439,Revenue:71701},"
474090,71696,"{Payroll:474090,Revenue:71696},"
535067,71660,"{Payroll:535067,Revenue:71660},"
227820,71636,"{Payroll:227820,Revenue:71636},"
280846,71580,"{Payroll:280846,Revenue:71580},"
733832,71576,"{Payroll:733832,Revenue:71576},"
733832,71576,"{Payroll:733832,Revenue:71576},"
399054,71569,"{Payroll:399054,Revenue:71569},"
491103,71545,"{Payroll:491103,Revenue:71545},"
533989,71531,"{Payroll:533989,Revenue:71531},"
439712,71447,"{Payroll:439712,Revenue:71447},"
439712,71447,"{Payroll:439712,Revenue:71447},"
1114470,71418,"{Payroll:1114470,Revenue:71418},"
265798,71382,"{Payroll:265798,Revenue:71382},"
1647081,71375,"{Payroll:1647081,Revenue:71375},"
1647081,71375,"{Payroll:1647081,Revenue:71375},"
305364,71319,"{Payroll:305364,Revenue:71319},"
388664,71272,"{Payroll:388664,Revenue:71272},"
552705,71266,"{Payroll:552705,Revenue:71266},"
208104,71160,"{Payroll:208104,Revenue:71160},"
288846,71115,"{Payroll:288846,Revenue:71115},"
538638,71111,"{Payroll:538638,Revenue:71111},"
642341,71081,"{Payroll:642341,Revenue:71081},"
642341,71081,"{Payroll:642341,Revenue:71081},"
315795,70979,"{Payroll:315795,Revenue:70979},"
240003,70971,"{Payroll:240003,Revenue:70971},"
678575,70968,"{Payroll:678575,Revenue:70968},"
678575,70968,"{Payroll:678575,Revenue:70968},"
2461243,70962,"{Payroll:2461243,Revenue:70962},"
2461243,70962,"{Payroll:2461243,Revenue:70962},"
529191,70961,"{Payroll:529191,Revenue:70961},"
529191,70961,"{Payroll:529191,Revenue:70961},"
299390,70910,"{Payroll:299390,Revenue:70910},"
495543,70891,"{Payroll:495543,Revenue:70891},"
165666,70863,"{Payroll:165666,Revenue:70863},"
390398,70860,"{Payroll:390398,Revenue:70860},"
390398,70860,"{Payroll:390398,Revenue:70860},"
390398,70860,"{Payroll:390398,Revenue:70860},"
390398,70860,"{Payroll:390398,Revenue:70860},"
674431,70847,"{Payroll:674431,Revenue:70847},"
219496,70836,"{Payroll:219496,Revenue:70836},"
336273,70819,"{Payroll:336273,Revenue:70819},"
982995,70818,"{Payroll:982995,Revenue:70818},"
390604,70788,"{Payroll:390604,Revenue:70788},"
128786,70779,"{Payroll:128786,Revenue:70779},"
442694,70760,"{Payroll:442694,Revenue:70760},"
291703,70738,"{Payroll:291703,Revenue:70738},"
328468,70705,"{Payroll:328468,Revenue:70705},"
5984372,70701,"{Payroll:5984372,Revenue:70701},"
505632,70656,"{Payroll:505632,Revenue:70656},"
476866,70643,"{Payroll:476866,Revenue:70643},"
407991,70614,"{Payroll:407991,Revenue:70614},"
581091,70610,"{Payroll:581091,Revenue:70610},"
581091,70610,"{Payroll:581091,Revenue:70610},"
473001,70548,"{Payroll:473001,Revenue:70548},"
546217,70499,"{Payroll:546217,Revenue:70499},"
546217,70499,"{Payroll:546217,Revenue:70499},"
546217,70499,"{Payroll:546217,Revenue:70499},"
619948,70492,"{Payroll:619948,Revenue:70492},"
1284659,70475,"{Payroll:1284659,Revenue:70475},"
369273,70446,"{Payroll:369273,Revenue:70446},"
369273,70446,"{Payroll:369273,Revenue:70446},"
369273,70446,"{Payroll:369273,Revenue:70446},"
280389,70421,"{Payroll:280389,Revenue:70421},"
340946,70421,"{Payroll:340946,Revenue:70421},"
407504,70372,"{Payroll:407504,Revenue:70372},"
407368,70362,"{Payroll:407368,Revenue:70362},"
407368,70362,"{Payroll:407368,Revenue:70362},"
1363423,70349,"{Payroll:1363423,Revenue:70349},"
430504,70290,"{Payroll:430504,Revenue:70290},"
430504,70290,"{Payroll:430504,Revenue:70290},"
281480,70208,"{Payroll:281480,Revenue:70208},"
269609,70207,"{Payroll:269609,Revenue:70207},"
470785,70202,"{Payroll:470785,Revenue:70202},"
871243,70152,"{Payroll:871243,Revenue:70152},"
871243,70152,"{Payroll:871243,Revenue:70152},"
646150,70146,"{Payroll:646150,Revenue:70146},"
278742,70123,"{Payroll:278742,Revenue:70123},"
1104660,70120,"{Payroll:1104660,Revenue:70120},"
4402237,70119,"{Payroll:4402237,Revenue:70119},"
702875,70117,"{Payroll:702875,Revenue:70117},"
702875,70117,"{Payroll:702875,Revenue:70117},"
330503,70077,"{Payroll:330503,Revenue:70077},"
1684126,70048,"{Payroll:1684126,Revenue:70048},"
553300,70036,"{Payroll:553300,Revenue:70036},"
335071,70020,"{Payroll:335071,Revenue:70020},"
614493,69999,"{Payroll:614493,Revenue:69999},"
614493,69999,"{Payroll:614493,Revenue:69999},"
377669,69988,"{Payroll:377669,Revenue:69988},"
205629,69973,"{Payroll:205629,Revenue:69973},"
894518,69971,"{Payroll:894518,Revenue:69971},"
1969327,69956,"{Payroll:1969327,Revenue:69956},"
398036,69945,"{Payroll:398036,Revenue:69945},"
287277,69896,"{Payroll:287277,Revenue:69896},"
703982,69856,"{Payroll:703982,Revenue:69856},"
703982,69856,"{Payroll:703982,Revenue:69856},"
206259,69822,"{Payroll:206259,Revenue:69822},"
206259,69822,"{Payroll:206259,Revenue:69822},"
288112,69810,"{Payroll:288112,Revenue:69810},"
504657,69795,"{Payroll:504657,Revenue:69795},"
255631,69793,"{Payroll:255631,Revenue:69793},"
487726,69793,"{Payroll:487726,Revenue:69793},"
487726,69793,"{Payroll:487726,Revenue:69793},"
381220,69782,"{Payroll:381220,Revenue:69782},"
2046330,69747,"{Payroll:2046330,Revenue:69747},"
423411,69671,"{Payroll:423411,Revenue:69671},"
423411,69671,"{Payroll:423411,Revenue:69671},"
604096,69643,"{Payroll:604096,Revenue:69643},"
360372,69590,"{Payroll:360372,Revenue:69590},"
429928,69586,"{Payroll:429928,Revenue:69586},"
429928,69586,"{Payroll:429928,Revenue:69586},"
397952,69566,"{Payroll:397952,Revenue:69566},"
397952,69566,"{Payroll:397952,Revenue:69566},"
395539,69540,"{Payroll:395539,Revenue:69540},"
324618,69517,"{Payroll:324618,Revenue:69517},"
324618,69517,"{Payroll:324618,Revenue:69517},"
522249,69499,"{Payroll:522249,Revenue:69499},"
522249,69499,"{Payroll:522249,Revenue:69499},"
1335269,69462,"{Payroll:1335269,Revenue:69462},"
442518,69435,"{Payroll:442518,Revenue:69435},"
442518,69435,"{Payroll:442518,Revenue:69435},"
442518,69435,"{Payroll:442518,Revenue:69435},"
461609,69421,"{Payroll:461609,Revenue:69421},"
378915,69376,"{Payroll:378915,Revenue:69376},"
378915,69376,"{Payroll:378915,Revenue:69376},"
551497,69367,"{Payroll:551497,Revenue:69367},"
459515,69360,"{Payroll:459515,Revenue:69360},"
459515,69360,"{Payroll:459515,Revenue:69360},"
691485,69339,"{Payroll:691485,Revenue:69339},"
488417,69280,"{Payroll:488417,Revenue:69280},"
488417,69280,"{Payroll:488417,Revenue:69280},"
