Payroll,Revenue,
442385,89777,"{Payroll:442385,Revenue:89777},"
831299,89750,"{Payroll:831299,Revenue:89750},"
831299,89750,"{Payroll:831299,Revenue:89750},"
216200,89731,"{Payroll:216200,Revenue:89731},"
247676,89720,"{Payroll:247676,Revenue:89720},"
1578307,89702,"{Payroll:1578307,Revenue:89702},"
619023,89690,"{Payroll:619023,Revenue:89690},"
388119,89686,"{Payroll:388119,Revenue:89686},"
518124,89673,"{Payroll:518124,Revenue:89673},"
503166,89507,"{Payroll:503166,Revenue:89507},"
503166,89507,"{Payroll:503166,Revenue:89507},"
894870,89450,"{Payroll:894870,Revenue:89450},"
416462,89441,"{Payroll:416462,Revenue:89441},"
1760035,89417,"{Payroll:1760035,Revenue:89417},"
682455,89396,"{Payroll:682455,Revenue:89396},"
682455,89396,"{Payroll:682455,Revenue:89396},"
527344,89364,"{Payroll:527344,Revenue:89364},"
789087,89329,"{Payroll:789087,Revenue:89329},"
324052,89310,"{Payroll:324052,Revenue:89310},"
400914,89264,"{Payroll:400914,Revenue:89264},"
1083081,89258,"{Payroll:1083081,Revenue:89258},"
1083081,89258,"{Payroll:1083081,Revenue:89258},"
751204,89233,"{Payroll:751204,Revenue:89233},"
392581,89215,"{Payroll:392581,Revenue:89215},"
260509,89179,"{Payroll:260509,Revenue:89179},"
6374818,89151,"{Payroll:6374818,Revenue:89151},"
6374818,89151,"{Payroll:6374818,Revenue:89151},"
277300,89090,"{Payroll:277300,Revenue:89090},"
816338,89033,"{Payroll:816338,Revenue:89033},"
359290,89005,"{Payroll:359290,Revenue:89005},"
312211,88945,"{Payroll:312211,Revenue:88945},"
312211,88945,"{Payroll:312211,Revenue:88945},"
1949586,88931,"{Payroll:1949586,Revenue:88931},"
431429,88927,"{Payroll:431429,Revenue:88927},"
431429,88927,"{Payroll:431429,Revenue:88927},"
453066,88920,"{Payroll:453066,Revenue:88920},"
1041988,88899,"{Payroll:1041988,Revenue:88899},"
1041988,88899,"{Payroll:1041988,Revenue:88899},"
560769,88873,"{Payroll:560769,Revenue:88873},"
560769,88873,"{Payroll:560769,Revenue:88873},"
452973,88850,"{Payroll:452973,Revenue:88850},"
852385,88841,"{Payroll:852385,Revenue:88841},"
484521,88817,"{Payroll:484521,Revenue:88817},"
354688,88779,"{Payroll:354688,Revenue:88779},"
732183,88763,"{Payroll:732183,Revenue:88763},"
732183,88763,"{Payroll:732183,Revenue:88763},"
566844,88721,"{Payroll:566844,Revenue:88721},"
566844,88721,"{Payroll:566844,Revenue:88721},"
977272,88713,"{Payroll:977272,Revenue:88713},"
694209,88705,"{Payroll:694209,Revenue:88705},"
472336,88672,"{Payroll:472336,Revenue:88672},"
640695,88645,"{Payroll:640695,Revenue:88645},"
1013126,88638,"{Payroll:1013126,Revenue:88638},"
485977,88609,"{Payroll:485977,Revenue:88609},"
407078,88594,"{Payroll:407078,Revenue:88594},"
549094,88547,"{Payroll:549094,Revenue:88547},"
393797,88488,"{Payroll:393797,Revenue:88488},"
589785,88427,"{Payroll:589785,Revenue:88427},"
635899,88359,"{Payroll:635899,Revenue:88359},"
547956,88272,"{Payroll:547956,Revenue:88272},"
350105,88267,"{Payroll:350105,Revenue:88267},"
508636,88259,"{Payroll:508636,Revenue:88259},"
260516,88252,"{Payroll:260516,Revenue:88252},"
260516,88252,"{Payroll:260516,Revenue:88252},"
349292,88211,"{Payroll:349292,Revenue:88211},"
590741,88207,"{Payroll:590741,Revenue:88207},"
404807,88155,"{Payroll:404807,Revenue:88155},"
644319,88129,"{Payroll:644319,Revenue:88129},"
2097852,88120,"{Payroll:2097852,Revenue:88120},"
468362,88111,"{Payroll:468362,Revenue:88111},"
354938,88105,"{Payroll:354938,Revenue:88105},"
1560072,88076,"{Payroll:1560072,Revenue:88076},"
1080035,88054,"{Payroll:1080035,Revenue:88054},"
591894,87966,"{Payroll:591894,Revenue:87966},"
815676,87908,"{Payroll:815676,Revenue:87908},"
332965,87891,"{Payroll:332965,Revenue:87891},"
354315,87879,"{Payroll:354315,Revenue:87879},"
767455,87877,"{Payroll:767455,Revenue:87877},"
767455,87877,"{Payroll:767455,Revenue:87877},"
638745,87816,"{Payroll:638745,Revenue:87816},"
335253,87815,"{Payroll:335253,Revenue:87815},"
323476,87803,"{Payroll:323476,Revenue:87803},"
359152,87734,"{Payroll:359152,Revenue:87734},"
359152,87734,"{Payroll:359152,Revenue:87734},"
293475,87707,"{Payroll:293475,Revenue:87707},"
293475,87707,"{Payroll:293475,Revenue:87707},"
549593,87685,"{Payroll:549593,Revenue:87685},"
525698,87655,"{Payroll:525698,Revenue:87655},"
350688,87641,"{Payroll:350688,Revenue:87641},"
750357,87611,"{Payroll:750357,Revenue:87611},"
448392,87529,"{Payroll:448392,Revenue:87529},"
448392,87529,"{Payroll:448392,Revenue:87529},"
755843,87520,"{Payroll:755843,Revenue:87520},"
755843,87520,"{Payroll:755843,Revenue:87520},"
789470,87499,"{Payroll:789470,Revenue:87499},"
462648,87415,"{Payroll:462648,Revenue:87415},"
691645,87397,"{Payroll:691645,Revenue:87397},"
313718,87392,"{Payroll:313718,Revenue:87392},"
1200227,87344,"{Payroll:1200227,Revenue:87344},"
542740,87334,"{Payroll:542740,Revenue:87334},"
728725,87324,"{Payroll:728725,Revenue:87324},"
728725,87324,"{Payroll:728725,Revenue:87324},"
420927,87288,"{Payroll:420927,Revenue:87288},"
395731,87282,"{Payroll:395731,Revenue:87282},"
395731,87282,"{Payroll:395731,Revenue:87282},"
606189,87282,"{Payroll:606189,Revenue:87282},"
606189,87282,"{Payroll:606189,Revenue:87282},"
401581,87281,"{Payroll:401581,Revenue:87281},"
401581,87281,"{Payroll:401581,Revenue:87281},"
1769858,87251,"{Payroll:1769858,Revenue:87251},"
1769858,87251,"{Payroll:1769858,Revenue:87251},"
929958,87210,"{Payroll:929958,Revenue:87210},"
929958,87210,"{Payroll:929958,Revenue:87210},"
1456274,87207,"{Payroll:1456274,Revenue:87207},"
1496137,87207,"{Payroll:1496137,Revenue:87207},"
231608,87188,"{Payroll:231608,Revenue:87188},"
1131648,87186,"{Payroll:1131648,Revenue:87186},"
2823396,87131,"{Payroll:2823396,Revenue:87131},"
663015,87027,"{Payroll:663015,Revenue:87027},"
817721,87009,"{Payroll:817721,Revenue:87009},"
579727,86957,"{Payroll:579727,Revenue:86957},"
697478,86898,"{Payroll:697478,Revenue:86898},"
429230,86881,"{Payroll:429230,Revenue:86881},"
263216,86875,"{Payroll:263216,Revenue:86875},"
608917,86807,"{Payroll:608917,Revenue:86807},"
581889,86768,"{Payroll:581889,Revenue:86768},"
489923,86715,"{Payroll:489923,Revenue:86715},"
1539321,86654,"{Payroll:1539321,Revenue:86654},"
414717,86640,"{Payroll:414717,Revenue:86640},"
967052,86603,"{Payroll:967052,Revenue:86603},"
1523439,86545,"{Payroll:1523439,Revenue:86545},"
1523439,86545,"{Payroll:1523439,Revenue:86545},"
1523439,86545,"{Payroll:1523439,Revenue:86545},"
1523439,86545,"{Payroll:1523439,Revenue:86545},"
1295329,86537,"{Payroll:1295329,Revenue:86537},"
478325,86535,"{Payroll:478325,Revenue:86535},"
380258,86504,"{Payroll:380258,Revenue:86504},"
337113,86487,"{Payroll:337113,Revenue:86487},"
445656,86483,"{Payroll:445656,Revenue:86483},"
339145,86460,"{Payroll:339145,Revenue:86460},"
876571,86459,"{Payroll:876571,Revenue:86459},"
364726,86338,"{Payroll:364726,Revenue:86338},"
514570,86320,"{Payroll:514570,Revenue:86320},"
361709,86308,"{Payroll:361709,Revenue:86308},"
1364480,86292,"{Payroll:1364480,Revenue:86292},"
382098,86290,"{Payroll:382098,Revenue:86290},"
382098,86290,"{Payroll:382098,Revenue:86290},"
514742,86233,"{Payroll:514742,Revenue:86233},"
357499,86165,"{Payroll:357499,Revenue:86165},"
357499,86165,"{Payroll:357499,Revenue:86165},"
309445,86149,"{Payroll:309445,Revenue:86149},"
252613,86111,"{Payroll:252613,Revenue:86111},"
252613,86111,"{Payroll:252613,Revenue:86111},"
1161167,86024,"{Payroll:1161167,Revenue:86024},"
1161167,86024,"{Payroll:1161167,Revenue:86024},"
511586,85994,"{Payroll:511586,Revenue:85994},"
478842,85952,"{Payroll:478842,Revenue:85952},"
423854,85933,"{Payroll:423854,Revenue:85933},"
286282,85930,"{Payroll:286282,Revenue:85930},"
253203,85900,"{Payroll:253203,Revenue:85900},"
912583,85889,"{Payroll:912583,Revenue:85889},"
393588,85880,"{Payroll:393588,Revenue:85880},"
433531,85829,"{Payroll:433531,Revenue:85829},"
761430,85807,"{Payroll:761430,Revenue:85807},"
427833,85745,"{Payroll:427833,Revenue:85745},"
427833,85745,"{Payroll:427833,Revenue:85745},"
1235978,85712,"{Payroll:1235978,Revenue:85712},"
435157,85680,"{Payroll:435157,Revenue:85680},"
435157,85680,"{Payroll:435157,Revenue:85680},"
662626,85652,"{Payroll:662626,Revenue:85652},"
498107,85651,"{Payroll:498107,Revenue:85651},"
318411,85645,"{Payroll:318411,Revenue:85645},"
318411,85645,"{Payroll:318411,Revenue:85645},"
535130,85543,"{Payroll:535130,Revenue:85543},"
535130,85543,"{Payroll:535130,Revenue:85543},"
500136,85528,"{Payroll:500136,Revenue:85528},"
562601,85521,"{Payroll:562601,Revenue:85521},"
1856015,85492,"{Payroll:1856015,Revenue:85492},"
1856015,85492,"{Payroll:1856015,Revenue:85492},"
325655,85481,"{Payroll:325655,Revenue:85481},"
332537,85459,"{Payroll:332537,Revenue:85459},"
3070378,85456,"{Payroll:3070378,Revenue:85456},"
3070378,85456,"{Payroll:3070378,Revenue:85456},"
617117,85375,"{Payroll:617117,Revenue:85375},"
617117,85375,"{Payroll:617117,Revenue:85375},"
381377,85359,"{Payroll:381377,Revenue:85359},"
381377,85359,"{Payroll:381377,Revenue:85359},"
381377,85359,"{Payroll:381377,Revenue:85359},"
897401,85339,"{Payroll:897401,Revenue:85339},"
543315,85318,"{Payroll:543315,Revenue:85318},"
498921,85294,"{Payroll:498921,Revenue:85294},"
358191,85257,"{Payroll:358191,Revenue:85257},"
322002,85240,"{Payroll:322002,Revenue:85240},"
1708012,85240,"{Payroll:1708012,Revenue:85240},"
1014530,85232,"{Payroll:1014530,Revenue:85232},"
1014530,85232,"{Payroll:1014530,Revenue:85232},"
374009,85120,"{Payroll:374009,Revenue:85120},"
273099,85084,"{Payroll:273099,Revenue:85084},"
606946,85041,"{Payroll:606946,Revenue:85041},"
606946,85041,"{Payroll:606946,Revenue:85041},"
1224764,85040,"{Payroll:1224764,Revenue:85040},"
1224764,85040,"{Payroll:1224764,Revenue:85040},"
1447794,85023,"{Payroll:1447794,Revenue:85023},"
1447794,85023,"{Payroll:1447794,Revenue:85023},"
407773,85010,"{Payroll:407773,Revenue:85010},"
188686,84992,"{Payroll:188686,Revenue:84992},"
347993,84948,"{Payroll:347993,Revenue:84948},"
614086,84918,"{Payroll:614086,Revenue:84918},"
726097,84884,"{Payroll:726097,Revenue:84884},"
234593,84845,"{Payroll:234593,Revenue:84845},"
364098,84820,"{Payroll:364098,Revenue:84820},"
676732,84765,"{Payroll:676732,Revenue:84765},"
298508,84752,"{Payroll:298508,Revenue:84752},"
298508,84752,"{Payroll:298508,Revenue:84752},"
519737,84749,"{Payroll:519737,Revenue:84749},"
253537,84737,"{Payroll:253537,Revenue:84737},"
253537,84737,"{Payroll:253537,Revenue:84737},"
816102,84730,"{Payroll:816102,Revenue:84730},"
384543,84721,"{Payroll:384543,Revenue:84721},"
426272,84702,"{Payroll:426272,Revenue:84702},"
426272,84702,"{Payroll:426272,Revenue:84702},"
472418,84688,"{Payroll:472418,Revenue:84688},"
472418,84688,"{Payroll:472418,Revenue:84688},"
344360,84686,"{Payroll:344360,Revenue:84686},"
649484,84559,"{Payroll:649484,Revenue:84559},"
680242,84536,"{Payroll:680242,Revenue:84536},"
307593,84495,"{Payroll:307593,Revenue:84495},"
307593,84495,"{Payroll:307593,Revenue:84495},"
433576,84479,"{Payroll:433576,Revenue:84479},"
433576,84479,"{Payroll:433576,Revenue:84479},"
373538,84466,"{Payroll:373538,Revenue:84466},"
344045,84426,"{Payroll:344045,Revenue:84426},"
361791,84418,"{Payroll:361791,Revenue:84418},"
387553,84416,"{Payroll:387553,Revenue:84416},"
548015,84399,"{Payroll:548015,Revenue:84399},"
329289,84383,"{Payroll:329289,Revenue:84383},"
318833,84380,"{Payroll:318833,Revenue:84380},"
277958,84286,"{Payroll:277958,Revenue:84286},"
488444,84275,"{Payroll:488444,Revenue:84275},"
367263,84260,"{Payroll:367263,Revenue:84260},"
448429,84234,"{Payroll:448429,Revenue:84234},"
627051,84227,"{Payroll:627051,Revenue:84227},"
248197,84172,"{Payroll:248197,Revenue:84172},"
248197,84172,"{Payroll:248197,Revenue:84172},"
513174,84137,"{Payroll:513174,Revenue:84137},"
789270,84128,"{Payroll:789270,Revenue:84128},"
789270,84128,"{Payroll:789270,Revenue:84128},"
283069,84098,"{Payroll:283069,Revenue:84098},"
502879,83945,"{Payroll:502879,Revenue:83945},"
502879,83945,"{Payroll:502879,Revenue:83945},"
508322,83929,"{Payroll:508322,Revenue:83929},"
324448,83911,"{Payroll:324448,Revenue:83911},"
324448,83911,"{Payroll:324448,Revenue:83911},"
298593,83908,"{Payroll:298593,Revenue:83908},"
327698,83890,"{Payroll:327698,Revenue:83890},"
623228,83863,"{Payroll:623228,Revenue:83863},"
276361,83844,"{Payroll:276361,Revenue:83844},"
819613,83835,"{Payroll:819613,Revenue:83835},"
499845,83806,"{Payroll:499845,Revenue:83806},"
392190,83789,"{Payroll:392190,Revenue:83789},"
334793,83755,"{Payroll:334793,Revenue:83755},"
334793,83755,"{Payroll:334793,Revenue:83755},"
453177,83755,"{Payroll:453177,Revenue:83755},"
363881,83708,"{Payroll:363881,Revenue:83708},"
473198,83701,"{Payroll:473198,Revenue:83701},"
452817,83655,"{Payroll:452817,Revenue:83655},"
452817,83655,"{Payroll:452817,Revenue:83655},"
279636,83622,"{Payroll:279636,Revenue:83622},"
615518,83533,"{Payroll:615518,Revenue:83533},"
619590,83523,"{Payroll:619590,Revenue:83523},"
562666,83483,"{Payroll:562666,Revenue:83483},"
1606019,83456,"{Payroll:1606019,Revenue:83456},"
527278,83437,"{Payroll:527278,Revenue:83437},"
4347656,83288,"{Payroll:4347656,Revenue:83288},"
395630,83173,"{Payroll:395630,Revenue:83173},"
301593,83170,"{Payroll:301593,Revenue:83170},"
276587,83163,"{Payroll:276587,Revenue:83163},"
276587,83163,"{Payroll:276587,Revenue:83163},"
801964,83134,"{Payroll:801964,Revenue:83134},"
801964,83134,"{Payroll:801964,Revenue:83134},"
1812794,83121,"{Payroll:1812794,Revenue:83121},"
270107,83072,"{Payroll:270107,Revenue:83072},"
270107,83072,"{Payroll:270107,Revenue:83072},"
736568,83064,"{Payroll:736568,Revenue:83064},"
736568,83064,"{Payroll:736568,Revenue:83064},"
634443,83058,"{Payroll:634443,Revenue:83058},"
441613,83006,"{Payroll:441613,Revenue:83006},"
376941,83005,"{Payroll:376941,Revenue:83005},"
773475,83004,"{Payroll:773475,Revenue:83004},"
912654,82983,"{Payroll:912654,Revenue:82983},"
243154,82964,"{Payroll:243154,Revenue:82964},"
353711,82950,"{Payroll:353711,Revenue:82950},"
512410,82950,"{Payroll:512410,Revenue:82950},"
512410,82950,"{Payroll:512410,Revenue:82950},"
967582,82936,"{Payroll:967582,Revenue:82936},"
967582,82936,"{Payroll:967582,Revenue:82936},"
686491,82897,"{Payroll:686491,Revenue:82897},"
809096,82862,"{Payroll:809096,Revenue:82862},"
809096,82862,"{Payroll:809096,Revenue:82862},"
976206,82838,"{Payroll:976206,Revenue:82838},"
364689,82801,"{Payroll:364689,Revenue:82801},"
420730,82796,"{Payroll:420730,Revenue:82796},"
344172,82721,"{Payroll:344172,Revenue:82721},"
344172,82721,"{Payroll:344172,Revenue:82721},"
417965,82694,"{Payroll:417965,Revenue:82694},"
417965,82694,"{Payroll:417965,Revenue:82694},"
478813,82668,"{Payroll:478813,Revenue:82668},"
327519,82581,"{Payroll:327519,Revenue:82581},"
1950036,82572,"{Payroll:1950036,Revenue:82572},"
1261823,82543,"{Payroll:1261823,Revenue:82543},"
1261823,82543,"{Payroll:1261823,Revenue:82543},"
1261823,82543,"{Payroll:1261823,Revenue:82543},"
1261823,82543,"{Payroll:1261823,Revenue:82543},"
427673,82537,"{Payroll:427673,Revenue:82537},"
427673,82537,"{Payroll:427673,Revenue:82537},"
247244,82487,"{Payroll:247244,Revenue:82487},"
247244,82487,"{Payroll:247244,Revenue:82487},"
204789,82476,"{Payroll:204789,Revenue:82476},"
204789,82476,"{Payroll:204789,Revenue:82476},"
1237112,82463,"{Payroll:1237112,Revenue:82463},"
1237112,82463,"{Payroll:1237112,Revenue:82463},"
412333,82392,"{Payroll:412333,Revenue:82392},"
519308,82324,"{Payroll:519308,Revenue:82324},"
958129,82316,"{Payroll:958129,Revenue:82316},"
958129,82316,"{Payroll:958129,Revenue:82316},"
249106,82304,"{Payroll:249106,Revenue:82304},"
1240425,82224,"{Payroll:1240425,Revenue:82224},"
1008900,82199,"{Payroll:1008900,Revenue:82199},"
385003,82177,"{Payroll:385003,Revenue:82177},"
466154,82172,"{Payroll:466154,Revenue:82172},"
602730,82138,"{Payroll:602730,Revenue:82138},"
868244,82114,"{Payroll:868244,Revenue:82114},"
337044,82105,"{Payroll:337044,Revenue:82105},"
336297,82085,"{Payroll:336297,Revenue:82085},"
1076709,82009,"{Payroll:1076709,Revenue:82009},"
1076709,82009,"{Payroll:1076709,Revenue:82009},"
1507889,82001,"{Payroll:1507889,Revenue:82001},"
295987,81939,"{Payroll:295987,Revenue:81939},"
295987,81939,"{Payroll:295987,Revenue:81939},"
386839,81923,"{Payroll:386839,Revenue:81923},"
215400,81917,"{Payroll:215400,Revenue:81917},"
735191,81875,"{Payroll:735191,Revenue:81875},"
715894,81848,"{Payroll:715894,Revenue:81848},"
215071,81824,"{Payroll:215071,Revenue:81824},"
215071,81824,"{Payroll:215071,Revenue:81824},"
1248432,81795,"{Payroll:1248432,Revenue:81795},"
481911,81751,"{Payroll:481911,Revenue:81751},"
282180,81737,"{Payroll:282180,Revenue:81737},"
881337,81734,"{Payroll:881337,Revenue:81734},"
881337,81734,"{Payroll:881337,Revenue:81734},"
979440,81719,"{Payroll:979440,Revenue:81719},"
605560,81626,"{Payroll:605560,Revenue:81626},"
345693,81618,"{Payroll:345693,Revenue:81618},"
407440,81564,"{Payroll:407440,Revenue:81564},"
742807,81562,"{Payroll:742807,Revenue:81562},"
742807,81562,"{Payroll:742807,Revenue:81562},"
567576,81512,"{Payroll:567576,Revenue:81512},"
1225138,81498,"{Payroll:1225138,Revenue:81498},"
1225138,81498,"{Payroll:1225138,Revenue:81498},"
381344,81476,"{Payroll:381344,Revenue:81476},"
381344,81476,"{Payroll:381344,Revenue:81476},"
255717,81437,"{Payroll:255717,Revenue:81437},"
485410,81391,"{Payroll:485410,Revenue:81391},"
433481,81386,"{Payroll:433481,Revenue:81386},"
799289,81386,"{Payroll:799289,Revenue:81386},"
338001,81342,"{Payroll:338001,Revenue:81342},"
395504,81309,"{Payroll:395504,Revenue:81309},"
225810,81306,"{Payroll:225810,Revenue:81306},"
1021293,81177,"{Payroll:1021293,Revenue:81177},"
481938,81175,"{Payroll:481938,Revenue:81175},"
434468,81128,"{Payroll:434468,Revenue:81128},"
263136,81126,"{Payroll:263136,Revenue:81126},"
641819,81112,"{Payroll:641819,Revenue:81112},"
877398,81059,"{Payroll:877398,Revenue:81059},"
269100,81035,"{Payroll:269100,Revenue:81035},"
1124372,81029,"{Payroll:1124372,Revenue:81029},"
1058553,81023,"{Payroll:1058553,Revenue:81023},"
1058553,81023,"{Payroll:1058553,Revenue:81023},"
817114,81006,"{Payroll:817114,Revenue:81006},"
817114,81006,"{Payroll:817114,Revenue:81006},"
308875,80998,"{Payroll:308875,Revenue:80998},"
1638408,80997,"{Payroll:1638408,Revenue:80997},"
272483,80984,"{Payroll:272483,Revenue:80984},"
847150,80907,"{Payroll:847150,Revenue:80907},"
421500,80898,"{Payroll:421500,Revenue:80898},"
279201,80881,"{Payroll:279201,Revenue:80881},"
279201,80881,"{Payroll:279201,Revenue:80881},"
360988,80866,"{Payroll:360988,Revenue:80866},"
360988,80866,"{Payroll:360988,Revenue:80866},"
702698,80848,"{Payroll:702698,Revenue:80848},"
606194,80826,"{Payroll:606194,Revenue:80826},"
502073,80811,"{Payroll:502073,Revenue:80811},"
354251,80793,"{Payroll:354251,Revenue:80793},"
497372,80708,"{Payroll:497372,Revenue:80708},"
328500,80700,"{Payroll:328500,Revenue:80700},"
328500,80700,"{Payroll:328500,Revenue:80700},"
328500,80700,"{Payroll:328500,Revenue:80700},"
449829,80686,"{Payroll:449829,Revenue:80686},"
504045,80652,"{Payroll:504045,Revenue:80652},"
506547,80597,"{Payroll:506547,Revenue:80597},"
523567,80559,"{Payroll:523567,Revenue:80559},"
599443,80531,"{Payroll:599443,Revenue:80531},"
599443,80531,"{Payroll:599443,Revenue:80531},"
471948,80518,"{Payroll:471948,Revenue:80518},"
438525,80491,"{Payroll:438525,Revenue:80491},"
341365,80469,"{Payroll:341365,Revenue:80469},"
431527,80457,"{Payroll:431527,Revenue:80457},"
256157,80455,"{Payroll:256157,Revenue:80455},"
1591408,80416,"{Payroll:1591408,Revenue:80416},"
634345,80367,"{Payroll:634345,Revenue:80367},"
188061,80365,"{Payroll:188061,Revenue:80365},"
491873,80363,"{Payroll:491873,Revenue:80363},"
259283,80345,"{Payroll:259283,Revenue:80345},"
259283,80345,"{Payroll:259283,Revenue:80345},"
3372082,80344,"{Payroll:3372082,Revenue:80344},"
1064963,80331,"{Payroll:1064963,Revenue:80331},"
1064963,80331,"{Payroll:1064963,Revenue:80331},"
1449389,80311,"{Payroll:1449389,Revenue:80311},"
278166,80282,"{Payroll:278166,Revenue:80282},"
430883,80279,"{Payroll:430883,Revenue:80279},"
473385,80274,"{Payroll:473385,Revenue:80274},"
473385,80274,"{Payroll:473385,Revenue:80274},"
517543,80154,"{Payroll:517543,Revenue:80154},"
669077,80103,"{Payroll:669077,Revenue:80103},"
365768,80010,"{Payroll:365768,Revenue:80010},"
1432525,79943,"{Payroll:1432525,Revenue:79943},"
454881,79843,"{Payroll:454881,Revenue:79843},"
454881,79843,"{Payroll:454881,Revenue:79843},"
448681,79836,"{Payroll:448681,Revenue:79836},"
898794,79725,"{Payroll:898794,Revenue:79725},"
469947,79622,"{Payroll:469947,Revenue:79622},"
509124,79546,"{Payroll:509124,Revenue:79546},"
196454,79529,"{Payroll:196454,Revenue:79529},"
196454,79529,"{Payroll:196454,Revenue:79529},"
467920,79520,"{Payroll:467920,Revenue:79520},"
294205,79499,"{Payroll:294205,Revenue:79499},"
324153,79435,"{Payroll:324153,Revenue:79435},"
969661,79387,"{Payroll:969661,Revenue:79387},"
969661,79387,"{Payroll:969661,Revenue:79387},"
294618,79324,"{Payroll:294618,Revenue:79324},"
793146,79264,"{Payroll:793146,Revenue:79264},"
579740,79246,"{Payroll:579740,Revenue:79246},"
579740,79246,"{Payroll:579740,Revenue:79246},"
279226,79196,"{Payroll:279226,Revenue:79196},"
993177,79185,"{Payroll:993177,Revenue:79185},"
273070,79131,"{Payroll:273070,Revenue:79131},"
349163,79105,"{Payroll:349163,Revenue:79105},"
625978,79048,"{Payroll:625978,Revenue:79048},"
464168,79045,"{Payroll:464168,Revenue:79045},"
571467,79033,"{Payroll:571467,Revenue:79033},"
318123,79004,"{Payroll:318123,Revenue:79004},"
505512,79004,"{Payroll:505512,Revenue:79004},"
283184,78986,"{Payroll:283184,Revenue:78986},"
368479,78953,"{Payroll:368479,Revenue:78953},"
368479,78953,"{Payroll:368479,Revenue:78953},"
1173386,78944,"{Payroll:1173386,Revenue:78944},"
238574,78919,"{Payroll:238574,Revenue:78919},"
814454,78908,"{Payroll:814454,Revenue:78908},"
930214,78903,"{Payroll:930214,Revenue:78903},"
749110,78837,"{Payroll:749110,Revenue:78837},"
416473,78823,"{Payroll:416473,Revenue:78823},"
509598,78778,"{Payroll:509598,Revenue:78778},"
509598,78778,"{Payroll:509598,Revenue:78778},"
249485,78767,"{Payroll:249485,Revenue:78767},"
362782,78761,"{Payroll:362782,Revenue:78761},"
362782,78761,"{Payroll:362782,Revenue:78761},"
1673973,78736,"{Payroll:1673973,Revenue:78736},"
1673973,78736,"{Payroll:1673973,Revenue:78736},"
337861,78642,"{Payroll:337861,Revenue:78642},"
599335,78632,"{Payroll:599335,Revenue:78632},"
177209,78575,"{Payroll:177209,Revenue:78575},"
1016118,78574,"{Payroll:1016118,Revenue:78574},"
1016118,78574,"{Payroll:1016118,Revenue:78574},"
385210,78517,"{Payroll:385210,Revenue:78517},"
1174056,78481,"{Payroll:1174056,Revenue:78481},"
276884,78469,"{Payroll:276884,Revenue:78469},"
485494,78468,"{Payroll:485494,Revenue:78468},"
446797,78439,"{Payroll:446797,Revenue:78439},"
130847,78434,"{Payroll:130847,Revenue:78434},"
502301,78416,"{Payroll:502301,Revenue:78416},"
502301,78416,"{Payroll:502301,Revenue:78416},"
259515,78392,"{Payroll:259515,Revenue:78392},"
362792,78340,"{Payroll:362792,Revenue:78340},"
395263,78306,"{Payroll:395263,Revenue:78306},"
398787,78262,"{Payroll:398787,Revenue:78262},"
411766,78235,"{Payroll:411766,Revenue:78235},"
185476,78228,"{Payroll:185476,Revenue:78228},"
185476,78228,"{Payroll:185476,Revenue:78228},"
534201,78203,"{Payroll:534201,Revenue:78203},"
534201,78203,"{Payroll:534201,Revenue:78203},"
1039766,78134,"{Payroll:1039766,Revenue:78134},"
671967,78131,"{Payroll:671967,Revenue:78131},"
671967,78131,"{Payroll:671967,Revenue:78131},"
478664,78117,"{Payroll:478664,Revenue:78117},"
1535253,78100,"{Payroll:1535253,Revenue:78100},"
622201,78099,"{Payroll:622201,Revenue:78099},"
317383,78085,"{Payroll:317383,Revenue:78085},"
402206,78083,"{Payroll:402206,Revenue:78083},"
267498,78023,"{Payroll:267498,Revenue:78023},"
267498,78023,"{Payroll:267498,Revenue:78023},"
283138,78017,"{Payroll:283138,Revenue:78017},"
283138,78017,"{Payroll:283138,Revenue:78017},"
378961,78017,"{Payroll:378961,Revenue:78017},"
441460,77974,"{Payroll:441460,Revenue:77974},"
324022,77959,"{Payroll:324022,Revenue:77959},"
530721,77956,"{Payroll:530721,Revenue:77956},"
432037,77942,"{Payroll:432037,Revenue:77942},"
278984,77931,"{Payroll:278984,Revenue:77931},"
278984,77931,"{Payroll:278984,Revenue:77931},"
446265,77926,"{Payroll:446265,Revenue:77926},"
446265,77926,"{Payroll:446265,Revenue:77926},"
446265,77926,"{Payroll:446265,Revenue:77926},"
254142,77853,"{Payroll:254142,Revenue:77853},"
254722,77826,"{Payroll:254722,Revenue:77826},"
226419,77802,"{Payroll:226419,Revenue:77802},"
416449,77775,"{Payroll:416449,Revenue:77775},"
416449,77775,"{Payroll:416449,Revenue:77775},"
950586,77733,"{Payroll:950586,Revenue:77733},"
950586,77733,"{Payroll:950586,Revenue:77733},"
809899,77691,"{Payroll:809899,Revenue:77691},"
809899,77691,"{Payroll:809899,Revenue:77691},"
541998,77678,"{Payroll:541998,Revenue:77678},"
492482,77619,"{Payroll:492482,Revenue:77619},"
282161,77540,"{Payroll:282161,Revenue:77540},"
282161,77540,"{Payroll:282161,Revenue:77540},"
1860674,77532,"{Payroll:1860674,Revenue:77532},"
1860674,77532,"{Payroll:1860674,Revenue:77532},"
649022,77498,"{Payroll:649022,Revenue:77498},"
649022,77498,"{Payroll:649022,Revenue:77498},"
1269238,77466,"{Payroll:1269238,Revenue:77466},"
263198,77447,"{Payroll:263198,Revenue:77447},"
